User_ID,Calories,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Activity_Type
12490930,86.0,female,38,175.0,74.0,16.0,99.0,40.5,Running
12491906,108.0,female,59,160.0,59.0,20.0,94.0,40.2,Running
12492198,33.0,female,74,181.0,77.0,7.0,87.0,39.0,Walking
12492246,93.0,female,37,168.0,66.0,19.0,94.0,40.6,Running
12492248,10.0,male,28,180.0,78.0,5.0,80.0,38.9,Walking
12492743,158.0,male,43,187.0,94.0,25.0,102.0,40.7,Running
12492789,22.0,female,48,150.0,51.0,5.0,85.0,39.2,Walking
12492875,160.0,male,29,183.0,87.0,25.0,108.0,40.8,Running
12493640,43.0,female,29,,67.0,10.0,90.0,40.2,Running
12494107,27.0,female,47,149.0,54.0,6.0,87.0,39.5,Walking
12495133,19.0,female,25,157.0,57.0,5.0,85.0,38.9,Walking
12495645,13.0,female,36,140.0,47.0,3.0,86.0,38.8,Walking
12498927,11.0,male,36,195.0,94.0,3.0,86.0,38.7,Walking
12498976,212.0,male,73,191.0,99.0,26.0,104.0,41.1,Running
12499028,69.0,female,22,165.0,64.0,15.0,93.0,40.3,Running
12500305,16.0,male,32,183.0,83.0,5.0,87.0,39.7,Walking
12503152,62.0,male,26,196.0,101.0,15.0,92.0,40.2,Running
12503391,49.0,male,25,200.0,95.0,12.0,93.0,40.1,Running
12503559,60.0,male,34,175.0,76.0,15.0,92.0,40.3,Running
12503613,111.0,male,70,192.0,93.0,14.0,104.0,39.7,Running
12503856,108.0,female,74,159.0,57.0,18.0,97.0,40.3,Running
12504050,165.0,female,37,175.0,65.0,29.0,101.0,40.9,Running
12505221,6.0,male,42,179.0,77.0,4.0,72.0,38.4,Walking
12508360,169.0,female,47,158.0,55.0,25.0,108.0,41.0,Running
12508804,44.0,male,28,202.0,97.0,11.0,91.0,39.7,Running
12510103,20.0,female,55,176.0,69.0,6.0,,39.2,High_Intensity
12510787,141.0,female,54,166.0,71.0,23.0,103.0,40.7,Running
12510878,94.0,female,57,175.0,70.0,18.0,94.0,40.3,Running
12511172,141.0,female,72,186.0,89.0,24.0,100.0,40.9,Running
12511360,17.0,male,75,179.0,84.0,3.0,88.0,38.7,Walking
12514678,29.0,male,38,169.0,71.0,10.0,84.0,39.8,Walking
12518645,59.0,female,39,135.0,43.0,12.0,91.0,39.9,Running
12519462,123.0,female,62,168.0,68.0,21.0,99.0,40.5,Running
12520261,97.0,female,44,154.0,52.0,16.0,102.0,40.3,Running
12521310,13.0,female,22,169.0,62.0,4.0,81.0,38.7,Walking
12522065,41.0,female,23,154.0,51.0,9.0,91.0,39.7,Running
12522552,69.0,male,39,180.0,79.0,14.0,96.0,40.1,Running
12522612,2.0,male,38,190.0,96.0,1.0,76.0,37.4,Walking
12522614,153.0,male,27,195.0,93.0,27.0,103.0,41.0,Running
12522778,73.0,female,61,153.0,62.0,15.0,89.0,40.3,Walking
12523601,39.0,female,68,147.0,48.0,8.0,86.0,39.5,Walking
12524166,117.0,male,39,168.0,70.0,22.0,100.0,40.7,Running
12525662,3.0,male,23,193.0,88.0,1.0,84.0,37.7,Walking
12525887,173.0,male,78,184.0,92.0,24.0,,40.8,High_Intensity
12526675,28.0,male,25,178.0,77.0,9.0,89.0,39.4,Walking
12527262,86.0,female,30,157.0,55.0,17.0,95.0,40.3,Running
12527739,42.0,female,29,174.0,72.0,10.0,89.0,39.7,Walking
12527999,36.0,male,56,187.0,85.0,10.0,81.0,39.8,Walking
12528072,47.0,female,31,158.0,53.0,10.0,91.0,40.0,Running
12528971,188.0,female,21,171.0,71.0,29.0,112.0,41.0,Running
12529076,30.0,male,32,186.0,84.0,10.0,85.0,39.9,Walking
12529552,70.0,female,61,173.0,69.0,14.0,91.0,40.2,Running
12529768,135.0,female,73,141.0,47.0,22.0,97.0,40.8,Running
12530320,18.0,female,43,169.0,67.0,5.0,80.0,39.0,Walking
12530446,22.0,male,49,186.0,84.0,6.0,84.0,39.3,Walking
12530660,8.0,male,35,178.0,79.0,3.0,82.0,38.7,Walking
12531065,55.0,male,21,186.0,80.0,13.0,97.0,40.0,Running
12533975,103.0,female,26,166.0,59.0,20.0,97.0,40.4,Running
12534145,58.0,male,23,187.0,90.0,12.0,99.0,40.5,Running
12534780,48.0,male,62,183.0,81.0,10.0,88.0,39.7,Walking
12537656,3.0,male,48,190.0,90.0,1.0,80.0,38.0,Walking
12537787,67.0,male,20,189.0,90.0,16.0,96.0,40.1,Running
12538092,126.0,male,22,179.0,80.0,26.0,101.0,40.9,Running
12538968,54.0,female,62,185.0,77.0,13.0,84.0,40.4,Walking
12539524,77.0,male,48,186.0,89.0,16.0,91.0,40.5,Running
12539849,217.0,female,59,169.0,64.0,29.0,114.0,41.1,Running
12540483,165.0,male,25,179.0,76.0,30.0,105.0,40.8,Running
12542428,153.0,male,25,200.0,94.0,28.0,102.0,40.4,Running
12544528,9.0,female,28,167.0,67.0,2.0,91.0,38.0,Running
12546389,86.0,female,27,160.0,61.0,16.0,99.0,40.3,Running
12547353,49.0,male,39,194.0,94.0,11.0,91.0,39.7,Running
12547620,62.0,male,27,175.0,79.0,16.0,93.0,40.1,Running
12547908,20.0,female,36,177.0,73.0,5.0,87.0,39.0,Walking
12548304,11.0,female,22,168.0,68.0,3.0,84.0,38.6,Walking
12548450,13.0,female,27,147.0,52.0,4.0,79.0,39.2,Walking
12548539,54.0,female,26,166.0,65.0,12.0,92.0,40.2,Running
12548618,133.0,female,32,176.0,70.0,24.0,101.0,40.6,Running
12549309,9.0,female,47,157.0,57.0,2.0,86.0,37.9,Walking
12549363,173.0,female,45,154.0,52.0,26.0,107.0,40.6,Running
12549797,45.0,female,24,164.0,63.0,12.0,85.0,39.8,Walking
12551263,9.0,female,61,150.0,55.0,2.0,87.0,38.5,Walking
12551278,35.0,male,73,186.0,89.0,6.0,90.0,39.2,Running
12551643,42.0,male,32,180.0,87.0,11.0,90.0,39.9,Running
12552306,55.0,female,35,163.0,62.0,12.0,91.0,40.2,Running
12552364,29.0,male,28,189.0,87.0,10.0,85.0,39.9,Walking
12553617,147.0,female,65,159.0,64.0,25.0,98.0,40.7,Running
12553644,89.0,male,49,181.0,81.0,16.0,97.0,40.2,Running
12555008,150.0,male,23,195.0,89.0,27.0,104.0,41.0,Running
12555186,57.0,male,33,172.0,75.0,13.0,95.0,39.7,Running
12556007,116.0,female,44,183.0,82.0,20.0,103.0,40.4,Running
12556026,86.0,female,46,173.0,68.0,14.0,104.0,40.2,Running
12556165,71.0,male,50,179.0,79.0,12.0,99.0,39.8,Running
12558971,134.0,female,39,178.0,73.0,23.0,103.0,40.8,Running
12559026,15.0,female,72,168.0,73.0,4.0,79.0,38.9,Walking
12559127,7.0,female,24,162.0,61.0,2.0,84.0,38.2,Walking
12560362,32.0,male,79,182.0,93.0,5.0,91.0,39.0,Running
12560417,161.0,male,35,179.0,79.0,26.0,106.0,41.0,Running
12560809,236.0,male,68,184.0,90.0,26.0,113.0,40.9,Running
12561687,142.0,male,46,180.0,78.0,25.0,99.0,40.7,Running
12561963,14.0,male,24,190.0,85.0,4.0,90.0,38.9,Running
12562173,17.0,male,51,178.0,76.0,7.0,76.0,39.3,Walking
12562714,71.0,female,65,165.0,,12.0,98.0,40.0,Running
12563048,230.0,male,57,196.0,96.0,29.0,108.0,41.1,Running
12563494,14.0,female,39,173.0,69.0,3.0,92.0,38.6,Running
12563759,49.0,male,52,183.0,83.0,10.0,91.0,40.1,Running
12564106,69.0,male,24,207.0,104.0,12.0,103.0,40.4,Running
12564633,44.0,male,25,187.0,91.0,13.0,89.0,40.0,Walking
12568395,167.0,female,34,181.0,74.0,25.0,112.0,40.7,Running
12569213,62.0,male,29,193.0,93.0,15.0,92.0,40.1,Running
12569440,115.0,male,47,175.0,81.0,20.0,99.0,40.3,Running
12569624,174.0,female,53,151.0,55.0,28.0,102.0,40.9,Running
12571478,79.0,male,45,190.0,87.0,14.0,98.0,40.0,Running
12571479,109.0,female,37,171.0,71.0,21.0,97.0,40.9,Running
12573396,158.0,female,32,159.0,60.0,25.0,107.0,,Running
12573938,67.0,male,31,186.0,91.0,14.0,96.0,40.1,Running
12574867,57.0,female,38,178.0,70.0,13.0,89.0,40.2,Walking
12575661,71.0,female,22,159.0,58.0,15.0,94.0,40.3,Running
12576313,23.0,female,22,179.0,67.0,8.0,77.0,39.5,Walking
12576336,68.0,male,65,185.0,87.0,10.0,99.0,39.7,Running
12576904,140.0,female,44,157.0,64.0,25.0,99.0,40.8,Running
12577817,171.0,male,61,185.0,92.0,23.0,104.0,40.6,Running
12577874,186.0,female,67,150.0,51.0,26.0,108.0,40.6,Running
12578037,9.0,male,32,175.0,74.0,4.0,81.0,38.9,Walking
12578105,109.0,female,52,169.0,71.0,19.0,100.0,40.5,Running
12578905,11.0,female,21,176.0,64.0,4.0,75.0,38.9,Walking
12580914,169.0,female,29,,54.0,25.0,111.0,40.6,Running
12581930,110.0,female,72,161.0,62.0,17.0,102.0,40.5,Running
12584584,48.0,male,38,169.0,74.0,12.0,91.0,40.3,Running
12586756,115.0,female,56,165.0,67.0,21.0,96.0,40.8,Running
12587772,66.0,female,73,157.0,62.0,11.0,98.0,40.2,Running
12587971,204.0,female,52,151.0,56.0,29.0,110.0,41.0,Running
12589547,12.0,male,68,184.0,81.0,3.0,81.0,38.6,Walking
12589622,238.0,male,36,201.0,106.0,29.0,115.0,41.2,Running
12589803,61.0,male,21,193.0,86.0,12.0,,40.4,High_Intensity
12590897,14.0,female,26,169.0,66.0,4.0,82.0,38.6,Walking
12591152,106.0,male,22,187.0,89.0,23.0,98.0,40.8,Running
12591210,181.0,female,64,159.0,55.0,25.0,110.0,40.8,Running
12591250,10.0,female,22,164.0,69.0,3.0,81.0,38.0,Walking
12591264,32.0,male,52,184.0,85.0,7.0,89.0,39.2,Walking
12592190,21.0,male,21,183.0,82.0,8.0,86.0,40.0,Walking
12593175,149.0,female,64,163.0,65.0,25.0,99.0,40.9,Running
12593779,108.0,female,30,171.0,65.0,19.0,102.0,40.7,Running
12593855,2.0,male,24,190.0,83.0,2.0,73.0,38.2,Walking
12594630,91.0,female,47,152.0,55.0,16.0,98.0,40.3,Running
12595589,214.0,male,40,206.0,101.0,29.0,109.0,41.0,Running
12595716,17.0,female,21,155.0,53.0,4.0,88.0,38.7,Walking
12595987,50.0,female,28,145.0,53.0,11.0,90.0,39.8,Running
12596444,36.0,female,52,165.0,65.0,7.0,93.0,39.0,Running
12596923,151.0,female,40,170.0,73.0,25.0,105.0,40.5,Running
12597863,187.0,male,39,188.0,89.0,27.0,108.0,,Running
12598568,38.0,female,44,169.0,68.0,10.0,83.0,39.8,Walking
12598637,179.0,male,40,201.0,98.0,24.0,110.0,40.7,Running
12599049,41.0,female,54,178.0,71.0,9.0,88.0,40.0,Walking
12599994,203.0,male,56,183.0,75.0,29.0,105.0,40.6,Running
12600728,36.0,female,24,159.0,62.0,9.0,87.0,39.6,Walking
12601969,178.0,female,57,176.0,73.0,28.0,105.0,40.6,Running
12603718,16.0,female,26,163.0,59.0,4.0,86.0,38.8,Walking
12604799,30.0,male,66,179.0,84.0,6.0,87.0,39.4,Walking
12605605,13.0,male,50,196.0,98.0,3.0,,38.4,High_Intensity
12607283,103.0,male,47,179.0,81.0,17.0,101.0,40.0,Running
12607296,151.0,male,61,184.0,86.0,22.0,101.0,40.8,Running
12607460,16.0,female,46,166.0,66.0,4.0,84.0,39.0,Walking
12607588,140.0,female,61,181.0,78.0,25.0,98.0,40.8,Running
12607594,9.0,female,79,166.0,65.0,2.0,84.0,38.0,Walking
12607934,49.0,female,70,153.0,53.0,10.0,87.0,39.8,Walking
12608076,2.0,female,32,153.0,56.0,1.0,68.0,38.2,Walking
12609769,108.0,male,25,205.0,110.0,22.0,96.0,40.8,Running
12610228,3.0,female,32,180.0,71.0,1.0,77.0,37.7,Walking
12610726,78.0,male,22,178.0,75.0,24.0,91.0,40.5,Running
12610747,213.0,male,41,195.0,100.0,30.0,107.0,40.8,Running
12610916,25.0,female,65,178.0,68.0,6.0,83.0,39.3,Walking
12611448,22.0,male,44,172.0,79.0,6.0,86.0,38.9,Walking
12611592,83.0,male,74,191.0,99.0,14.0,89.0,40.2,Walking
12612101,9.0,male,35,,67.0,4.0,81.0,38.8,Walking
12612104,23.0,female,70,160.0,61.0,5.0,84.0,39.0,Walking
12613285,41.0,female,50,147.0,55.0,9.0,87.0,40.1,Walking
12613423,171.0,female,26,167.0,59.0,28.0,106.0,40.6,Running
12613560,53.0,female,42,178.0,74.0,11.0,93.0,40.0,Running
12614762,35.0,male,35,185.0,92.0,8.0,92.0,39.5,Running
12614954,168.0,female,58,152.0,53.0,28.0,99.0,41.3,Running
12614956,71.0,male,33,189.0,93.0,15.0,95.0,40.5,Running
12615468,159.0,female,51,157.0,58.0,26.0,102.0,40.7,Running
12615722,147.0,female,21,160.0,,25.0,105.0,40.2,Running
12615928,28.0,male,29,194.0,87.0,9.0,86.0,39.5,Walking
12617185,36.0,male,27,187.0,88.0,10.0,90.0,40.0,Running
12617400,39.0,female,23,171.0,70.0,9.0,91.0,39.6,Running
12617696,57.0,female,28,181.0,71.0,11.0,99.0,40.2,Running
12617765,163.0,male,24,179.0,79.0,28.0,107.0,40.6,Running
12617912,27.0,male,22,177.0,76.0,9.0,89.0,39.7,Walking
12618012,113.0,male,67,185.0,91.0,17.0,97.0,40.4,Running
12619351,207.0,male,64,183.0,89.0,26.0,107.0,40.9,Running
12620966,101.0,male,32,177.0,76.0,21.0,98.0,40.6,Running
12622838,32.0,male,32,186.0,83.0,8.0,92.0,39.1,Running
12623721,5.0,male,40,218.0,132.0,1.0,88.0,37.8,Walking
12624213,218.0,female,48,153.0,55.0,29.0,115.0,40.8,Running
12624509,141.0,female,76,155.0,55.0,22.0,100.0,40.8,Running
12624781,12.0,male,21,184.0,85.0,6.0,82.0,39.3,Walking
12625317,22.0,male,25,183.0,82.0,7.0,88.0,39.1,Walking
12625905,153.0,female,63,167.0,66.0,25.0,101.0,40.8,Running
12625925,8.0,female,23,146.0,53.0,2.0,84.0,37.8,Walking
12626325,232.0,female,63,147.0,54.0,29.0,117.0,40.4,Running
12626494,131.0,male,36,163.0,69.0,24.0,102.0,40.8,Running
12626916,37.0,male,20,,79.0,10.0,94.0,39.9,Running
12627028,18.0,female,49,171.0,70.0,5.0,80.0,39.2,Walking
12627486,153.0,male,23,190.0,95.0,27.0,104.0,40.5,Running
12628830,131.0,male,74,200.0,109.0,17.0,99.0,40.1,Running
12628985,173.0,male,45,175.0,79.0,27.0,104.0,40.6,Running
12629685,225.0,male,28,210.0,119.0,30.0,111.0,40.9,Running
12630565,102.0,female,47,147.0,44.0,20.0,91.0,40.5,Running
12630773,28.0,male,52,185.0,94.0,7.0,84.0,39.5,Walking
12631109,104.0,male,77,203.0,102.0,15.0,94.0,40.1,Running
12631368,127.0,male,26,194.0,91.0,24.0,101.0,41.0,Running
12635146,15.0,male,30,188.0,90.0,4.0,89.0,39.0,Walking
12635162,70.0,female,36,177.0,69.0,13.0,99.0,40.4,Running
12636484,231.0,male,71,183.0,87.0,26.0,111.0,40.9,Running
12636674,107.0,female,53,167.0,72.0,20.0,96.0,40.4,Running
12637642,55.0,male,25,177.0,75.0,15.0,93.0,40.5,Running
12638658,142.0,female,28,154.0,60.0,25.0,102.0,40.7,Running
12638994,207.0,female,25,173.0,69.0,29.0,117.0,41.0,Running
12640921,105.0,male,21,195.0,93.0,19.0,104.0,40.4,Running
12640980,21.0,male,52,211.0,111.0,4.0,90.0,39.1,Running
12641918,4.0,female,57,168.0,65.0,1.0,83.0,37.6,Walking
12642027,116.0,male,34,206.0,114.0,22.0,95.0,40.6,Running
12642377,4.0,female,55,178.0,75.0,1.0,86.0,37.8,Walking
12642495,72.0,male,59,199.0,96.0,14.0,89.0,40.5,Walking
12643342,13.0,male,28,189.0,84.0,6.0,81.0,39.1,Walking
12644749,134.0,male,35,176.0,81.0,21.0,107.0,40.3,Running
12646743,26.0,female,79,154.0,56.0,5.0,89.0,39.3,Walking
12648345,27.0,male,35,181.0,76.0,9.0,85.0,39.4,Walking
12649958,166.0,male,77,173.0,71.0,21.0,105.0,40.5,Running
12650592,189.0,female,20,164.0,61.0,30.0,109.0,40.8,Running
12651082,4.0,male,27,181.0,79.0,2.0,79.0,38.2,Walking
12651111,166.0,male,67,193.0,97.0,22.0,102.0,40.7,Running
12651390,116.0,female,21,167.0,67.0,20.0,105.0,40.7,Running
12651581,30.0,male,26,196.0,100.0,12.0,81.0,40.3,Walking
12651971,96.0,female,57,186.0,84.0,17.0,100.0,40.5,Running
12652194,163.0,female,50,161.0,57.0,23.0,111.0,40.5,Running
12652678,116.0,female,64,158.0,59.0,22.0,92.0,40.6,Running
12652924,23.0,male,62,184.0,83.0,8.0,75.0,39.5,Walking
12652931,4.0,male,35,182.0,77.0,2.0,80.0,38.3,Walking
12653148,103.0,female,20,157.0,57.0,18.0,103.0,40.2,Running
12653590,141.0,female,70,158.0,63.0,22.0,102.0,40.7,Running
12653804,131.0,female,39,152.0,57.0,22.0,102.0,40.5,Running
12654687,31.0,male,20,186.0,81.0,9.0,92.0,39.7,Running
12655008,56.0,male,21,182.0,85.0,15.0,93.0,40.6,Running
12655072,77.0,female,61,161.0,58.0,15.0,91.0,40.2,Running
12656393,22.0,female,30,171.0,71.0,8.0,75.0,39.6,Walking
12657700,33.0,male,65,187.0,90.0,6.0,90.0,39.0,Running
12657969,11.0,female,27,161.0,59.0,3.0,82.0,38.8,Walking
12658315,75.0,male,51,194.0,96.0,12.0,99.0,39.9,Running
12658380,193.0,female,72,169.0,71.0,29.0,105.0,41.0,Running
12658410,17.0,male,52,,100.0,4.0,85.0,38.9,Walking
12659284,117.0,male,72,197.0,98.0,19.0,91.0,40.3,Running
12659452,58.0,male,21,196.0,92.0,14.0,95.0,40.0,Running
12659593,54.0,female,32,164.0,65.0,14.0,85.0,40.2,Walking
12660464,121.0,female,27,160.0,56.0,18.0,111.0,,Running
12660693,87.0,female,35,161.0,62.0,15.0,102.0,40.3,Running
12661595,162.0,male,56,195.0,94.0,21.0,107.0,40.7,Running
12662267,88.0,female,46,160.0,62.0,15.0,101.0,40.0,Running
12663057,174.0,female,23,161.0,60.0,26.0,112.0,40.5,Running
12663144,148.0,male,78,201.0,112.0,17.0,104.0,40.3,Running
12663731,67.0,male,31,187.0,91.0,14.0,96.0,40.4,Running
12664301,37.0,female,22,164.0,64.0,8.0,94.0,39.2,Running
12664418,38.0,male,37,180.0,75.0,9.0,93.0,39.4,Running
12664816,93.0,male,20,182.0,83.0,22.0,97.0,40.5,Running
12664945,20.0,male,78,175.0,78.0,4.0,84.0,38.7,Walking
12666260,197.0,male,39,198.0,99.0,27.0,109.0,40.8,Running
12667831,60.0,female,66,174.0,69.0,13.0,87.0,39.8,Walking
12667850,44.0,male,58,187.0,87.0,8.0,93.0,39.3,Running
12668017,75.0,male,58,175.0,80.0,14.0,93.0,40.1,Running
12668224,12.0,male,25,177.0,76.0,5.0,,39.1,High_Intensity
12668423,72.0,female,23,184.0,72.0,15.0,96.0,40.5,Running
12668444,162.0,male,72,203.0,106.0,24.0,94.0,40.7,Running
12669956,116.0,male,45,190.0,94.0,19.0,100.0,40.4,Running
12670128,123.0,female,69,156.0,58.0,19.0,102.0,40.5,Running
12671365,171.0,female,22,169.0,62.0,28.0,107.0,40.5,Running
12671704,174.0,male,25,178.0,82.0,26.0,112.0,40.4,Running
12671742,120.0,female,34,176.0,73.0,21.0,103.0,40.2,Running
12671987,111.0,male,31,195.0,93.0,18.0,105.0,40.1,Running
12672483,125.0,female,58,175.0,72.0,21.0,101.0,40.5,Running
12674720,95.0,female,39,140.0,48.0,19.0,92.0,40.6,Running
12674899,9.0,female,41,147.0,49.0,2.0,87.0,38.2,Walking
12675600,11.0,male,24,205.0,110.0,5.0,78.0,39.0,Walking
12675816,13.0,male,49,195.0,100.0,3.0,85.0,38.3,Walking
12675874,11.0,female,23,164.0,65.0,4.0,77.0,38.8,Walking
12676049,71.0,female,29,178.0,77.0,15.0,95.0,40.4,Running
12677790,91.0,female,23,161.0,60.0,18.0,97.0,40.6,Running
12678061,13.0,female,55,165.0,71.0,3.0,86.0,38.6,Walking
12678190,205.0,male,23,169.0,72.0,30.0,115.0,,Running
12678807,133.0,male,21,198.0,94.0,24.0,104.0,40.8,Running
12679166,145.0,female,62,171.0,66.0,23.0,103.0,40.4,Running
12679405,7.0,male,28,187.0,88.0,4.0,77.0,38.5,Walking
12679497,34.0,female,40,160.0,70.0,8.0,88.0,40.0,Walking
12680425,158.0,female,57,174.0,72.0,24.0,107.0,40.6,Running
12681455,103.0,female,22,170.0,71.0,19.0,102.0,40.7,Running
12682880,38.0,male,66,189.0,88.0,8.0,85.0,39.8,Walking
12683815,36.0,female,38,162.0,59.0,8.0,89.0,39.3,Walking
12683983,31.0,female,60,151.0,54.0,7.0,84.0,39.7,Walking
12685054,230.0,male,72,194.0,97.0,27.0,107.0,40.9,Running
12685860,113.0,male,20,191.0,95.0,21.0,103.0,40.7,Running
12685950,155.0,female,22,177.0,68.0,30.0,99.0,40.7,Running
12686066,107.0,female,77,174.0,73.0,18.0,98.0,40.3,Running
12686470,139.0,male,21,191.0,87.0,25.0,105.0,40.6,Running
12687046,55.0,female,59,163.0,64.0,10.0,96.0,39.4,Running
12688040,38.0,female,34,170.0,70.0,9.0,89.0,39.4,Walking
12689171,184.0,female,35,164.0,65.0,27.0,112.0,40.9,Running
12689269,146.0,female,30,173.0,68.0,27.0,100.0,41.0,Running
12690065,66.0,male,26,187.0,91.0,15.0,95.0,40.1,Running
12691018,120.0,female,20,164.0,60.0,19.0,109.0,40.8,Running
12691149,190.0,female,78,181.0,79.0,29.0,104.0,40.7,Running
12691658,77.0,male,27,171.0,73.0,16.0,100.0,40.3,Running
12692879,210.0,male,46,195.0,96.0,29.0,107.0,40.6,Running
12693045,110.0,female,46,154.0,53.0,19.0,99.0,41.0,Running
12694202,48.0,male,58,192.0,89.0,10.0,88.0,39.9,Walking
12694315,155.0,male,32,193.0,90.0,24.0,107.0,40.3,Running
12694662,104.0,male,24,188.0,90.0,19.0,103.0,40.3,Running
12695262,41.0,female,21,163.0,58.0,10.0,88.0,39.9,Walking
12695869,73.0,female,54,169.0,68.0,14.0,94.0,40.0,Running
12696272,181.0,female,33,159.0,56.0,27.0,110.0,40.9,Running
12697783,182.0,female,20,168.0,63.0,29.0,109.0,40.7,Running
12698942,179.0,female,60,151.0,58.0,27.0,105.0,40.9,Running
12699813,28.0,male,56,198.0,99.0,6.0,86.0,39.2,Walking
12701312,62.0,female,32,159.0,55.0,13.0,92.0,40.2,Running
12702262,155.0,male,55,198.0,94.0,24.0,99.0,40.7,Running
12702791,125.0,female,57,167.0,63.0,21.0,100.0,40.5,Running
12705903,148.0,female,27,171.0,63.0,24.0,107.0,40.7,Running
12706483,132.0,female,63,162.0,64.0,20.0,105.0,40.5,Running
12706670,138.0,female,21,160.0,54.0,24.0,103.0,40.3,Running
12707037,25.0,female,59,168.0,67.0,5.0,91.0,39.6,Running
12709432,16.0,female,27,166.0,63.0,5.0,79.0,38.9,Walking
12713127,37.0,female,47,172.0,75.0,10.0,82.0,39.8,Walking
12713199,23.0,female,25,159.0,57.0,7.0,79.0,39.6,Walking
12715819,8.0,female,73,148.0,53.0,2.0,79.0,38.0,Walking
12717754,193.0,male,31,182.0,84.0,28.0,111.0,40.7,Running
12719471,6.0,female,39,165.0,59.0,2.0,77.0,38.1,Walking
12720312,118.0,male,53,178.0,82.0,18.0,102.0,40.3,Running
12720501,115.0,female,52,159.0,57.0,19.0,101.0,40.2,Running
12720868,64.0,male,31,193.0,97.0,15.0,92.0,40.5,Running
12721146,231.0,female,79,163.0,65.0,30.0,113.0,41.1,Running
12721653,26.0,male,28,178.0,78.0,8.0,89.0,39.9,Walking
12723428,75.0,female,31,176.0,68.0,15.0,96.0,40.3,Running
12723549,193.0,female,63,158.0,58.0,28.0,107.0,40.7,Running
12724454,25.0,female,39,152.0,53.0,6.0,85.0,39.4,Walking
12725017,91.0,female,39,168.0,73.0,16.0,102.0,40.5,Running
12725242,45.0,male,42,199.0,103.0,10.0,89.0,39.9,Walking
12725309,192.0,male,54,171.0,69.0,25.0,111.0,41.1,Running
12725723,85.0,male,63,191.0,88.0,16.0,90.0,40.2,Running
12725801,9.0,male,31,181.0,83.0,4.0,81.0,38.6,Walking
12726357,73.0,male,37,170.0,68.0,16.0,96.0,40.6,Running
12726617,49.0,female,32,,63.0,9.0,99.0,,Running
12728072,33.0,female,39,149.0,56.0,8.0,,39.5,High_Intensity
12728086,159.0,female,60,141.0,46.0,25.0,101.0,40.5,Running
12728427,194.0,female,46,162.0,59.0,30.0,106.0,40.9,Running
12729324,33.0,female,51,180.0,76.0,8.0,86.0,39.3,Walking
12730658,68.0,female,64,157.0,54.0,12.0,95.0,40.1,Running
12733084,6.0,male,32,189.0,88.0,4.0,75.0,38.8,Walking
12733320,276.0,male,77,199.0,106.0,28.0,113.0,41.0,Running
12733586,173.0,female,30,158.0,59.0,29.0,104.0,40.9,Running
12733731,81.0,male,37,183.0,90.0,16.0,96.0,40.2,Running
12734129,137.0,male,29,203.0,100.0,22.0,105.0,40.7,Running
12734223,204.0,male,55,193.0,98.0,24.0,112.0,40.8,Running
12734403,187.0,male,30,197.0,103.0,27.0,109.0,40.5,Running
12734542,14.0,male,34,179.0,73.0,5.0,85.0,39.2,Walking
12734839,238.0,male,62,181.0,83.0,28.0,112.0,41.0,Running
12735435,205.0,female,58,163.0,66.0,28.0,113.0,40.6,Running
12735447,17.0,male,49,171.0,76.0,6.0,80.0,39.5,Walking
12735892,145.0,male,38,179.0,86.0,24.0,103.0,40.6,Running
12736185,56.0,male,60,192.0,98.0,10.0,91.0,39.8,Running
12736503,8.0,female,37,172.0,64.0,2.0,85.0,38.4,Walking
12736596,60.0,female,22,154.0,61.0,13.0,93.0,39.9,Running
12737617,48.0,male,71,189.0,97.0,9.0,86.0,39.9,Walking
12737789,176.0,male,27,198.0,93.0,25.0,112.0,40.5,Running
12738058,81.0,female,77,172.0,72.0,14.0,96.0,40.2,Running
12738257,43.0,male,26,185.0,82.0,16.0,85.0,40.1,Walking
12739203,167.0,male,79,180.0,82.0,21.0,103.0,40.2,Running
12741414,18.0,female,46,167.0,62.0,5.0,80.0,39.3,Walking
12742661,199.0,female,20,159.0,59.0,29.0,114.0,40.6,Running
12742888,96.0,female,28,165.0,65.0,18.0,99.0,40.3,Running
12743906,15.0,male,20,197.0,102.0,4.0,91.0,39.1,Running
12745331,27.0,male,35,179.0,90.0,6.0,93.0,39.2,Running
12746252,106.0,male,20,183.0,80.0,21.0,103.0,40.4,Running
12746262,160.0,male,44,178.0,80.0,23.0,108.0,41.1,Running
12746398,70.0,female,58,144.0,42.0,12.0,96.0,40.1,Running
12746655,174.0,female,71,159.0,58.0,24.0,109.0,40.7,Running
12746799,2.0,female,26,173.0,73.0,1.0,69.0,37.9,Walking
12747570,65.0,female,77,162.0,66.0,12.0,92.0,40.2,Running
12747729,97.0,female,52,169.0,67.0,18.0,96.0,40.1,Running
12747945,70.0,female,21,169.0,70.0,14.0,98.0,40.3,Running
12748283,82.0,female,26,167.0,69.0,16.0,98.0,40.2,Running
12748523,11.0,female,28,172.0,68.0,3.0,85.0,38.6,Walking
12749888,120.0,female,45,187.0,88.0,21.0,103.0,40.6,Running
12749952,59.0,male,30,189.0,89.0,15.0,91.0,40.3,Running
12750740,188.0,male,30,179.0,85.0,28.0,110.0,40.6,Running
12751108,27.0,female,54,171.0,68.0,6.0,87.0,39.4,Walking
12751168,103.0,female,47,153.0,56.0,15.0,109.0,39.8,Running
12751806,131.0,female,33,156.0,60.0,23.0,101.0,40.8,Running
